school_name,url,city,state
South Plains College,https://southplainscollege.edu,Levelland,TX
Southwestern University,https://southwestern.edu,Georgetown,TX
Seminary of the Southwest,https://ssw.edu,Austin,TX
South Texas College of Law,https://stcl.edu,Houston,TX
Saint Edward's University,https://stedwards.edu,Austin,TX
Saint Mary's University,https://stmarytx.edu,San Antonio,TX
University of Saint Thomas,https://stthom.edu,Houston,TX
Texas A&M Health Science Center,https://tamhsc.edu,Round Rock,TX
Texas A&M International University,https://tamiu.edu,Laredo,TX
Texas A&M University,https://tamu.edu,College Station,TX
Texas A&M University Commerce,https://tamuc.edu,Commerce,TX
Texas A&M University Corpus Christi,https://tamucc.edu,Corpus Christi,TX
Texas A&M University Kingsville,https://tamuk.edu,Kingsville,TX
Texas A&M University Texarkana,https://tamut.edu,Texarkana,TX
Tarleton State University,https://tarleton.edu,Stephenville,TX
Texas Christian University,https://tcu.edu,Fort Worth,TX
Temple College,https://templejc.edu,Temple,TX
Tyler Junior College,https://tjc.edu,Tyler,TX
Trinity University,https://trinity.edu,San Antonio,TX
Texas State Technical College,https://tstc.edu,(multiple locations),TX
Texas Southern University,https://tsu.edu,Houston,TX
Texas Tech University,https://ttu.edu,Lubbock,TX
Texas Tech University Health Sciences Center,https://ttuhsc.edu,Lubbock,TX
Texas Woman's University,https://twu.edu,Dallas,TX
Texas Chiropractic College,https://txchiro.edu,Pasadena,TX
Texas State University,https://txstate.edu,San Marcos,TX
University of Dallas,https://udallas.edu,Irving,TX
Universty of Houston,https://uh.edu,Houston,TX
University of Houston Clear Lake,https://uhcl.edu,Houston,TX
University of Houston Downtown,https://uhd.edu,Houston,TX
University of the Incarnate Word,https://uiw.edu,San Antonio,TX
University of Mary Hardin-Baylor,https://umhb.edu,Belton,TX
University of North Texas,https://unt.edu,Denton,TX
University of North Texas Health Science Center,https://unthsc.edu,Fort Worth,TX
University of Texas Arlington,https://uta.edu,Arlington,TX
University of Texas Brownsville,https://utb.edu,Brownsville,TX
University of Texas Dallas,https://utdallas.edu,Richardson,TX
University of Texas at El Paso,https://utep.edu,El Paso,TX
University of Texas at Austin,https://utexas.edu,Austin,TX
University of Texas Health Science Center Houston,https://uth.edu,Houston,TX
University of Texas Health Science Center San Antonio,https://uthscsa.edu,San Antonio,TX
University of Texas Medical Branch at Galveston,https://utmb.edu,Galveston,TX
University of Texas Pan American,https://utpa.edu,Edinburg,TX
University of Texas of the Permian Basin,https://utpb.edu,Odessa,TX
University of Texas at San Antonio,https://utsa.edu,San Antonio,TX
University of Texas Southwestern Medical Center,https://utsouthwestern.edu,Dallas,TX
University of Texas at Tyler,https://uttyler.edu,Tyler,TX
Valley Grande Institute,https://vgi.edu,Weslaco,TX
Victoria College,https://victoriacollege.edu,Victoria,TX
Wayland Baptist University,https://wbu.edu,Plainview,TX
Weatherford College,https://wc.edu,Weatherford,TX
West Texas A&M University,https://wtamu.edu,Canyon,TX
University of the Virgin Islands,https://uvi.edu,Saint Thomas,U.S. Virgin Islands
Brigham Young University,https://byu.edu,Provo,UT
Dixie State University,https://dixie.edu,Saint George,UT
Salt Lake Community College,https://slcc.edu,Salt Lake City,UT
Snow College,https://snow.edu,Ephraim,UT
Southern Utah University,https://suu.edu,Cedar City,UT
Utah State University,https://usu.edu,Logan,UT
University of Utah,https://utah.edu,Salt Lake City,UT
Utah Valley University,https://uvu.edu,Orem,UT
Weber State University,https://weber.edu,Ogden,UT
Western Governors University,httpss://www.wgu.edu/,Salt Lake City,UT
Averett University,https://averett.edu,Saint Danville,VA
Christendom College,https://christendom.edu,Front Royal,VA
Christopher Newport University,https://cnu.edu,Newport News,VA
Dabney S. Lancaster Community College,https://dslcc.edu,Clifton Forge,VA
Eastern Mennonite University,https://emu.edu,Harrisonburg,VA
Eastern Virginia Medical School,https://evms.edu,Norfolk,VA
Ferrum College,https://ferrum.edu,Ferrum,VA
Germanna Community College,https://germanna.edu,Fredericksburg,VA
George Mason University,https://gmu.edu,Fairfax,VA
Hampden-Sydney College,https://hsc.edu,Hampden-Sydney,VA
The Institute for the Psychological Sciences,https://ipsciences.edu,Arlington,VA
James Madison University,https://jmu.edu,Harrisonburg,VA
Liberty University,https://liberty.edu,Lynchburg,VA
Longwood University,https://longwood.edu,Farmville,VA
Marymount University,https://marymount.edu,Arlington,VA
New River Community College,https://nr.edu,Dublin,VA
Norfolk State University,https://nsu.edu,Norfolk,VA
Northern Virginia Community College,https://nvcc.edu,Springfield,VA
Old Dominion University,https://odu.edu,Norfolk,VA
Radford University,https://radford.edu,Radford,VA
Randolph College,https://randolphcollege.edu,Lynchburg,VA
Rappahannock Community College,https://rappahannock.edu,Glenns,VA
Regent University,https://regent.edu,Virgina Beach,VA
Reynolds Community College,https://reynolds.edu,Richmond,VA
University of Richmond,https://richmond.edu,Richmond,VA
Randolph-Macon College,https://rmc.edu,Ashland,VA
Roanoke College,https://roanoke.edu,Salem,VA
Sentara College of Health Sciences,https://sentara.edu,Chesapeake,VA
Stratford University,https://stratford.edu,Falls Church,VA
Shenandoah University,https://su.edu,Winchester,VA
Southern Virgina University,https://svu.edu,Buena Vista,VA
Southwest Virgina Community College,https://sw.edu,Cedar Bluff,VA
Tidewater Community College,https://tcc.edu,Norfolk,VA
Thomas Nelson Community College,https://tncc.edu,(multiple locations),VA
University of Mary Washington,https://umw.edu,Fredericksburg,VA
University of Virginia's College at Wise,https://uvawise.edu,Wise,VA
Virginia's Community Colleges,https://vccs.edu,Richmond,VA
Virginia Commonwealth University,https://vcu.edu,Richmond,VA
Virgina Highlands Community College,https://vhcc.edu,Abingdon,VA
Virginia Institute of Marine Science,https://vims.edu,Gloucester Point,VA
University of Virginia,https://virginia.edu,Charlottesville,VA
Virginia Western Community College,https://virginiawestern.edu,Roanoke,VA
Virginia International University,https://viu.edu,Fairfax,VA
Virginia State University,https://vsu.edu,Petersburg,VA
Virginia Polytechnic Institute and State University,https://vt.edu,Blacksburg,VA
Virginia Union University,https://vuu.edu,Richmond,VA
Virginia Wesleyan College,https://vwc.edu,Norfolk,VA
Washington and Lee University,https://wlu.edu,Lexington,VA
The College of William and Mary,https://wm.edu,Williamsburg,VA
Castleton State College of Vermont,https://castleton.edu,Castleton,VT
Champlain College,https://champlain.edu,Burlington,VT
Green Mountain College,https://greenmtn.edu,Poultney,VT
Johnson State College,https://jsc.edu,Johnson,VT
Middlebury College,https://middlebury.edu,Middlebury,VT
New England Culinary Institute,https://neci.edu,Montpelier,VT
Norwich University,https://norwich.edu,Northfield,VT
School for International Training,https://sit.edu,Brattleboro,VT
Saint Michael's College,https://smcvt.edu,Colchester,VT
University of Vermont,https://uvm.edu,Burlington,VT
University of Vermont,https://uvm.edu,Burlington,VT
Vermont Law School,https://vermontlaw.edu,South Royalton,VT
Vermont Technical College,https://vtc.edu,Randolph Center,VT
Bennington College,https://bennington.edu,Bennington,VT
Bellevue College,https://bellevuecollege.edu,Bellevue,WA
Big Bend Community College,https://bigbend.edu,Moses Lake,WA
Cascadia Community College,https://cascadia.edu,Bothell,WA
Centralia College,https://centralia.edu,Centralia,WA
Charter College,https://chartercollege.edu,(multiple locations),WA
Clark College,https://clark.edu,Vancouver,WA
Central Washington University,https://cwu.edu,Ellensburg,WA
DigiPen Institute of Technology,https://digipen.edu,Redmond,WA
Edmonds Community College,https://edcc.edu,Lynnwood,WA
Everett Community College,https://everettcc.edu,Everett,WA
The Evergreen State College,https://evergreen.edu,Olympia,WA
Eastern Washington University,https://ewu.edu,Cheney,WA
Faith Evangelical College and Seminary,https://faithseminary.edu,Tacoma,WA
Gonzaga University,https://gonzaga.edu,Spokane,WA
Green River Community College,https://greenriver.edu,Enumclaw,WA
Highline College,https://highline.edu,Des Moines,WA
Mukogawa Fort Wright Institute,https://mfwi.edu,Spokane,WA
North Seattle College,https://northseattle.edu,Seattle,WA
Olympic College,https://olympic.edu,Bremerton,WA
Peninsula College,https://pencol.edu,Port Angeles,WA
Perry Technical Institute,https://perrytech.edu,Yakima,WA
Pacific Lutheran University,https://plu.edu,Tacoma,WA
Renton Technical College,https://rtc.edu,Renton,WA
Seattle Central College,https://seattlecentral.edu,Seattle,WA
Seattle University,https://seattleu.edu,Seattle,WA
Shoreline Community College,https://shoreline.edu,Shoreline,WA
Seattle Institute of Oriental Medicine,https://siom.edu,Seattle,WA
Skagit Valley College,https://skagit.edu,Mount Vernon,WA
South Seattle College,https://southseattle.edu,Seattle,WA
Spokane Falls Community College,https://spokanefalls.edu,Spokane,WA
Seattle Pacific University,https://spu.edu,Seattle,WA
Saint Martin's University,https://stmartin.edu,Lacey,WA
University of Puget Sound,https://pugetsound.edu,Tacoma,WA
University of Washington,https://uw.edu,Seattle,WA
University of Washington Bothell,https://uwb.edu,Bothell,WA
Walla Walla University,https://wallawalla.edu,College Place,WA
Whitman College,https://whitman.edu,Walla Walla,WA
Whitworth University,https://whitworth.edu,Spokane,WA
Washington State University,https://wsu.edu,Pullman,WA
Wenatchee Valley College,https://wvc.edu,Wenatchee,WA
Walla Walla Community College,https://wwcc.edu,Walla Walla,WA
Western Washington University,https://wwu.edu,Bellingham,WA
Yakima Valley Community College,https://yvcc.edu,(multiple locations),WA
University of Washington,https://washington.edu,Seattle,WA
Alverno College,https://alverno.edu,Milwaukee,WI
Carroll University,https://carrollu.edu,Waukesha,WI
Carthage College,https://carthage.edu,Kenosha,WI
Chippewa Valley Technical College,https://cvtc.edu,Eau Claire,WI
Edgewood College,https://edgewood.edu,Madison,WI
Gateway Technical College,https://gtc.edu,Kenosha,WI
The Institute of Beauty and Wellness,https://ibw.edu,Milwaukee,WI
Lawrence University,https://lawrence.edu,Appleton,WI
Madison Area Technical College,https://madisoncollege.edu,Madison,WI
Marquette University,https://marquette.edu,Milwaukee,WI
Milwaukee Area Technical College,https://matc.edu,Milwaukee,WI
Medical College of Wisconsin,https://mcw.edu,Milwaukee,WI
Milwaukee Institute of Art and Design,https://miad.edu,Milwaukee,WI
Moraine Park Technical College,https://morainepark.edu,Fond du Lac,WI
Milwaukee School of Engineering,https://msoe.edu,Milwaukee,WI
Northland College,https://northland.edu,Ashland,WI
Northcentral Technical College,https://ntc.edu,Wausau,WI
Northeast Wisconsin Technical College,https://nwtc.edu,Green Bay,WI
Silver Lake College of the Holy Family,https://sl.edu,Manitowoc,WI
Saint Norbert College,https://snc.edu,De Pere,WI
Cardinal Stritch University,https://stritch.edu,Milwaukee,WI
University of Wisconsin Colleges,https://uwc.edu,Madison,WI
University of Wisconsin Eau Claire,https://uwec.edu,Eau Claire,WI
University of Wisconsin Extension,https://uwex.edu,Madison,WI
University of Wisconsin Green Bay,https://uwgb.edu,Green Bay,WI
University of Wisconsin La Crosse,https://uwlax.edu,La Crosse,WI
University of Wisconsin Milwaukee,https://uwm.edu,Milwaukee,WI
University of Wisconsin Oshkosh,https://uwosh.edu,Oshkosh,WI
University of Wisconsin Platteville,https://uwplatt.edu,Platteville,WI
University of Wisconsin River Falls,https://uwrf.edu,River Falls,WI
University of Wisconsin Stevens Point,https://uwsp.edu,Stevens Point,WI
University of Wisconsin Superior,https://uwsuper.edu,Superior,WI
University of Wisconsin Whitewater,https://uww.edu,Whitewater,WI
Viterbo University,https://viterbo.edu,La Crosse,WI
Waukesha County Technical College,https://wctc.edu,Pewaukee,WI
"University of Wisconsin, Madison",https://wisc.edu,Madison,WI
Wisconsin Indianhead Technical College,https://witc.edu,Shell Lake,WI
Wisconsin Lutheran College,https://wlc.edu,Milwaukee,WI
Wisconsin Technical College System,https://wtcsystem.edu,Madison,WI
Western Technical College,https://westerntc.edu,La Crosse,WI
American Public University System,https://apus.edu,Charles Town,WV
Concord University,https://concord.edu,Athens,WV
Eastern West Virgina Community and Technical College,https://easternwv.edu,Moorefield,WV
Fairmont State University,https://fairmontstate.edu,Fairmont,WV
Marshall University,https://marshall.edu,Huntington,WV
Ohio Valley University,https://ovu.edu,Vienna,WV
Pierpont Community and Technical College,https://pierpont.edu,Fairmont,WV
Shepherd University,https://shepherd.edu,Shepherdstown,WV
University of Charleston,https://ucwv.edu,Charleston,WV
West Liberty University,https://westliberty.edu,Wheeling,WV
Wheeling Jesuit University,https://wju.edu,Wheeling,WV
West Virginia Northern Community College,https://wvncc.edu,Wheeling,WV
West Virginia State University,https://wvstateu.edu,Institute,WV
West Virginia University,https://wvu.edu,Morgantown,WV
West Virginia Wesleyan College,https://wvwc.edu,Buckhannon,WV
Casper College,https://caspercollege.edu,Casper,WY
Central Wyoming College,https://cwc.edu,Riverton,WY
National Outdoor Leadership School,https://nols.edu,Lander,WY
Northwest College,https://northwestcollege.edu,Powell,WY
Northern Wyoming Community College District,https://sheridan.edu,Sheridan,WY
University of Wyoming,https://uwyo.edu,Laramie,WY
