school_name,url,city,state,full_domain
Bowie State University,https://bowiestate.edu,Bowie,MD,bowiestate.edu
Carroll Community College,https://carrollcc.edu,Westminster,MD,carrollcc.edu
The Community College of Baltimore County,https://ccbcmd.edu,(multiple locations),MD,ccbcmd.edu
Chesapeake College,https://chesapeake.edu,Wye Mills,MD,chesapeake.edu
Coppin State University,https://coppin.edu,Baltimore,MD,coppin.edu
College of Southern Maryland,https://csmd.edu,La Plata,MD,csmd.edu
Frederick Community College,https://frederick.edu,Frederick,MD,frederick.edu
Frostburg State University,https://frostburg.edu,Frostburg,MD,frostburg.edu
Garrett College,https://garrettcollege.edu,McHenry,MD,garrettcollege.edu
Goucher College,https://goucher.edu,Baltimore,MD,goucher.edu
Hagerstown Community College,https://hagerstowncc.edu,Hagerstown,MD,hagerstowncc.edu
Harford Community College,https://harford.edu,Bel Air,MD,harford.edu
Hood College,https://hood.edu,Frederick,MD,hood.edu
Howard Community College,https://howardcc.edu,Columbia,MD,howardcc.edu
Johns Hopkins Bloomberg School of Public Health,https://jhsph.edu,Baltimore,MD,jhsph.edu
Johns Hopkins University,https://jhu.edu,Baltimore,MD,jhu.edu
Loyola University Maryland,https://loyola.edu,Baltimore,MD,loyola.edu
Montgomery Blair High School,https://mbhs.edu,Silver Spring,MD,mbhs.edu
McDaniel College,https://mcdaniel.edu,Westminster,MD,mcdaniel.edu
Maryland Institute College of Art,https://mica.edu,Baltimore,MD,mica.edu
Montgomery College,https://montgomerycollege.edu,Montgomery County,MD,montgomerycollege.edu
Mount Saint Mary's University,https://msmary.edu,Emmitsburg,MD,msmary.edu
Maryland University of Integrative Health,https://muih.edu,Laurel,MD,muih.edu
Prince George's Community College,https://pgcc.edu,Largo,MD,pgcc.edu
Salisbury University,https://salisbury.edu,Salisbury,MD,salisbury.edu
Sojourner-Douglass College,https://sdc.edu,Baltimore,MD,sdc.edu
Saint Mary's College of Maryland,https://smcm.edu,Saint Mary's City,MD,smcm.edu
Saint James School,https://stjames.edu,Hagerstown,MD,stjames.edu
Towson University,https://towson.edu,Towson,MD,towson.edu
University of Baltimore,https://ubalt.edu,Baltimore,MD,ubalt.edu
University of Maryland,https://umaryland.edu,Baltimore,MD,umaryland.edu
University of Maryland Baltimore County,https://umbc.edu,Baltimore,MD,umbc.edu
University of Maryland,https://umd.edu,College Park,MD,umd.edu
University of Maryland University College,https://umuc.edu,Adelphi,MD,umuc.edu
University System of Maryland,https://usmd.edu,Adelphi,MD,usmd.edu
United States Naval Academy,https://usna.edu,Annapolis,MD,usna.edu
Washington College,https://washcoll.edu,Chestertown,MD,washcoll.edu
Wor-Wic Community College,https://worwic.edu,Salisbury,MD,worwic.edu
Saint John's College,https://sjc.edu,Annapolis,MD,sjc.edu
Bates College,https://bates.edu,Lewiston,ME,bates.edu
Bowdoin College,https://bowdoin.edu,Brunswick,ME,bowdoin.edu
Central Maine Community College,https://cmcc.edu,Auburn,ME,cmcc.edu
College of the Atlantic,https://coa.edu,Bar Harbor,ME,coa.edu
Colby College,https://colby.edu,Waterville,ME,colby.edu
Husson University,https://husson.edu,Bangor,ME,husson.edu
Maine Maritime Academy,https://mainemaritime.edu,Castine,ME,mainemaritime.edu
Northern Maine Community College,https://nmcc.edu,Presque Isle,ME,nmcc.edu
Saint Joseph's College,https://sjcme.edu,Standish,ME,sjcme.edu
Southern Maine Community College,https://smccme.edu,South Portland,ME,smccme.edu
University of Maine,https://umaine.edu,Orono,ME,umaine.edu
University of Maine Fort Kent,https://umfk.edu,Fort Kent,ME,umfk.edu
University of Maine at Presque Isle,https://umpi.edu,Presque Isle,ME,umpi.edu
University of New England,https://une.edu,Biddeford,ME,une.edu
Unity College,https://unity.edu,Unity,ME,unity.edu
York County Community College,https://yccc.edu,Wells,ME,yccc.edu
University of Main at Augusta,https://uma.edu,Augusta,ME,uma.edu
Adrian College,https://adrian.edu,Adrian,MI,adrian.edu
Albion College,https://albion.edu,Albion,MI,albion.edu
Alma College,https://alma.edu,Alma,MI,alma.edu
Alpena Community College,https://alpenacc.edu,Alpena,MI,alpenacc.edu
Andrews University,https://andrews.edu,Berrien Springs,MI,andrews.edu
Aquinas College,https://aquinas.edu,Grand Rapids,MI,aquinas.edu
Baker College,https://baker.edu,(multiple locations),MI,baker.edu
Bay College,https://baycollege.edu,Escanaba,MI,baycollege.edu
Calvin College,https://calvin.edu,Grand Rapids,MI,calvin.edu
Central Michigan University,https://cmich.edu,Mount Pleasant,MI,cmich.edu
College for Creative Studies,https://collegeforcreativestudies.edu,Detroit,MI,collegeforcreativestudies.edu
Cornerstone University,https://cornerstone.edu,Grand Rapids,MI,cornerstone.edu
Davenport University,https://davenport.edu,Grand Rapids,MI,davenport.edu
Delta College,https://delta.edu,University Center,MI,delta.edu
Douglas J. Aveda Institute,https://douglasj.edu,Ann Arbor,MI,douglasj.edu
Eastern Michigan University,https://emich.edu,Ypsilanti,MI,emich.edu
Ferris State University,https://ferris.edu,Big Rapids,MI,ferris.edu
Finlandia University,https://finlandia.edu,Hancock,MI,finlandia.edu
Grand Rapids Community College,https://grcc.edu,Grand Rapids,MI,grcc.edu
Grand Valley State University,https://gvsu.edu,Allendale,MI,gvsu.edu
Henry Ford College,https://hfcc.edu,Dearborn,MI,hfcc.edu
Hillsdale College,https://hillsdale.edu,Hillsdale,MI,hillsdale.edu
Hope College,https://hope.edu,Holland,MI,hope.edu
Jackson College,https://jccmi.edu,Jackson,MI,jccmi.edu
Kettering University,https://kettering.edu,Flint,MI,kettering.edu
Kalamazoo Valley Community College,https://kvcc.edu,Kalamazoo,MI,kvcc.edu
Kalamazoo College,https://kzoo.edu,Kalamazoo,MI,kzoo.edu
Lake Michigan College,https://lakemichigancollege.edu,Benton Harbor,MI,lakemichigancollege.edu
Lansing Community College,https://lcc.edu,Lansing,MI,lcc.edu
Lake Superior State University,https://lssu.edu,Marietta,MI,lssu.edu
Lawrence Technological University,https://ltu.edu,Southfield,MI,ltu.edu
Macomb Community College,https://macomb.edu,Warren,MI,macomb.edu
Marygrove College,https://marygrove.edu,Detroit,MI,marygrove.edu
Monroe County Community College,https://monroeccc.edu,Monroe,MI,monroeccc.edu
Michigan State University,https://msu.edu,East Lansing,MI,msu.edu
Michigan Technological University,https://mtu.edu,Houghton,MI,mtu.edu
Northwestern Michigan College,https://nmc.edu,Traverse City,MI,nmc.edu
Northern Michigan University,https://nmu.edu,Marquette,MI,nmu.edu
Oakland Univeristy,https://oakland.edu,Rochester,MI,oakland.edu
Oakland Community College,https://oaklandcc.edu,Bloomfield Hills,MI,oaklandcc.edu
Saginaw Chippewa Tribal College,https://sagchip.edu,Mount Pleasant,MI,sagchip.edu
Saginaw Valley State University,https://svsu.edu,University Center,MI,svsu.edu
University of Detroit Mercy,https://udmercy.edu,Detroit,MI,udmercy.edu
University of Michigan-Flint,https://umflint.edu,Flint Township,MI,umflint.edu
University of Michigan,https://umich.edu,Ann Arbor,MI,umich.edu
Wayne State,https://wayne.edu,Detroit,MI,wayne.edu
Washtenaw Community College,https://wccnet.edu,Ann Arbor,MI,wccnet.edu
Western Michigan University,https://wmich.edu,Kalamazoo,MI,wmich.edu
Alexandria Technical & Community College,https://alextech.edu,Alexandria,MN,alextech.edu
Anoka-Ramsey Community College,https://anokaramsey.edu,Cambridge,MN,anokaramsey.edu
Augsburg College,https://augsburg.edu,Minneapolis,MN,augsburg.edu
Bemidji State University,https://bemidjistate.edu,Bemidji,MN,bemidjistate.edu
Bethel University,https://bethel.edu,Saint Paul,MN,bethel.edu
Carleton College,https://carleton.edu,Northfield,MN,carleton.edu
Century College,https://century.edu,White Bear Lake,MN,century.edu
Central Lakes College,https://clcmn.edu,Brainerd,MN,clcmn.edu
Concordia College,https://cord.edu,Moorhead,MN,cord.edu
Crown College,https://crown.edu,Saint Bonifacius,MN,crown.edu
"College of Saint Benedict, Saint John's University",https://csbsju.edu,Saint Joseph,MN,csbsju.edu
Concordia University Saint Paul,https://csp.edu,Saint Paul,MN,csp.edu
The College of Saint Scholastica,https://css.edu,Duluth,MN,css.edu
Dakota County Technical College,https://dctc.edu,Rosemount,MN,dctc.edu
Gustavus Adolphus College,https://gustavus.edu,Saint Peter,MN,gustavus.edu
Globe University,https://globeuniversity.edu,(multiple locations),MN,globeuniversity.edu
Hamline University,https://hamline.edu,Saint Paul,MN,hamline.edu
Inver Hills Community College,https://inverhills.edu,Inver Grove Heights,MN,inverhills.edu
Institute of Production and Recording,https://ipr.edu,Minneapolis,MN,ipr.edu
Leech Lake Tribal College,https://lltc.edu,Cass Lake,MN,lltc.edu
Luther Seminary,https://luthersem.edu,Saint Paul,MN,luthersem.edu
Macalester College,https://macalester.edu,Saint Paul,MN,macalester.edu
McNally Smith College of Music,https://mcnallysmith.edu,Saint Paul,MN,mcnallysmith.edu
Mesabi Range College,https://mesabirange.edu,Eveleth,MN,mesabirange.edu
Metropolitan State University,https://metrostate.edu,Saint Paul,MN,metrostate.edu
Minnesota State University Moorhead,https://mnstate.edu,Moorhead,MN,mnstate.edu
Minnesota State University Mankato,https://mnsu.edu,Mankato,MN,mnsu.edu
North Hennepin Community College,https://nhcc.edu,North Brooklyn Park,MN,nhcc.edu
Normandale Community College,https://normandale.edu,Bloomington,MN,normandale.edu
Rasmussen College,https://rasmussen.edu,(multiple locations),MN,rasmussen.edu
Ridgewater College,https://ridgewater.edu,Willmar,MN,ridgewater.edu
Southwest Minnesota State University,https://smsu.edu,Marshall,MN,smsu.edu
Saint Mary's University of Minnesota,https://smumn.edu,Winona,MN,smumn.edu
South Central College,https://southcentral.edu,(multiple locations),MN,southcentral.edu
Saint Cloud State University,https://stcloudstate.edu,Saint Cloud,MN,stcloudstate.edu
Saint Olaf College,https://stolaf.edu,Northfield,MN,stolaf.edu
University of Saint Thomas,https://stthomas.edu,Saint Paul,MN,stthomas.edu
University of Minnesota,https://umn.edu,Minneapolis,MN,umn.edu
United Theological Seminary of the Twin Cities,https://unitedseminary.edu,New Brighton,MN,unitedseminary.edu
University of Northwestern Saint Paul,https://unwsp.edu,Saint Paul,MN,unwsp.edu
Walden University,https://waldenu.edu,Minneapolis,MN,waldenu.edu
Winona State Unviversity,https://winona.edu,Winona,MN,winona.edu
Assemblies of God Theological Seminary,https://agts.edu,Springfield,MO,agts.edu
Aquinas Institute of Theology,https://ai.edu,St. Louis,MO,ai.edu
A.T. Still University,https://atsu.edu,Kirksville,MO,atsu.edu
Avila University,https://avila.edu,Kansas City,MO,avila.edu
Columbia College,https://ccis.edu,Columbia,MO,ccis.edu
Central Methodist University,https://centralmethodist.edu,Fayette,MO,centralmethodist.edu
Crowder College,https://crowder.edu,Neosho,MO,crowder.edu
Culver-Stockton College,https://culver.edu,Canton,MO,culver.edu
Drury University,https://drury.edu,Springfield,MO,drury.edu
Evangel University,https://evangel.edu,Springfield,MO,evangel.edu
Fontbonne University,https://fontbonne.edu,Saint Louis,MO,fontbonne.edu
Hannibal-LaGrange,https://hlg.edu,Hannibal,MO,hlg.edu
Harris-Stowe State University,https://hssu.edu,Saint Louis,MO,hssu.edu
Jefferson College,https://jeffco.edu,Hillsboro,MO,jeffco.edu
Kansas City University of Medicine and Biosciences,https://kcumb.edu,Kansas City,MO,kcumb.edu
Lincoln University,https://lincolne.edu,Jefferson City,MO,lincolne.edu
Lindenwood University,https://lindenwood.edu,Saint Charles,MO,lindenwood.edu
Linn State Technical College,https://linnstate.edu,Linn,MO,linnstate.edu
Maryville University,https://maryville.edu,Saint Louis,MO,maryville.edu
Metropolitan Community College,https://mcckc.edu,Kansas City,MO,mcckc.edu
Mineral Area College,https://mineralarea.edu,Park Hills,MO,mineralarea.edu
Mizzou University of Missouri,https://missouri.edu,Columbia,MO,missouri.edu
Missouri State University,https://missouristate.edu,Springfield,MO,missouristate.edu
Missouri Valley College,https://moval.edu,Marshall,MO,moval.edu
Missouri Southern State University,https://mssu.edu,Joplin,MO,mssu.edu
Missouri University of Science and Technology,https://mst.edu,Rolla,MO,mst.edu
North Central Missouri College,https://ncmissouri.edu,Trenton,MO,ncmissouri.edu
Nazarene Theological Seminary,https://nts.edu,Kansas City,MO,nts.edu
Northwest Missouri State University,https://nwmissouri.edu,Maryville,MO,nwmissouri.edu
Ozarks Technical Community College,https://otc.edu,Springfield,MO,otc.edu
Park University,https://park.edu,Parkville,MO,park.edu
Rockhurst University,https://rockhurst.edu,Kansas City,MO,rockhurst.edu
Southwest Baptist University,https://sbuniv.edu,Bolivar,MO,sbuniv.edu
South Central Career Center,https://scccwp.edu,West Plains,MO,scccwp.edu
Southeast Missouri State University,https://semo.edu,Cape Girardeau,MO,semo.edu
Saint Louis University,https://slu.edu,Saint Louis,MO,slu.edu
Saint Charles Community College,https://stchas.edu,Cottleville,MO,stchas.edu
Saint Louis Community College,https://stlcc.edu,Saint Louis,MO,stlcc.edu
Truman State University,https://truman.edu,Kirksville,MO,truman.edu
University of Central Missouri,https://ucmo.edu,Warrensburg,MO,ucmo.edu
University of Missouri Kansas City,https://umkc.edu,Kansas City,MO,umkc.edu
University of Missouri Saint Louis,https://umsl.edu,Saint Louis,MO,umsl.edu
University of Missouri System,https://umsystem.edu,Columbia,MO,umsystem.edu
Webster University,https://webster.edu,Webster Groves,MO,webster.edu
"Westminster College, Missouri",https://westminster-mo.edu,Fulton,MO,westminster-mo.edu
Washington University in Saint Louis,https://wustl.edu,Saint Louis,MO,wustl.edu
Alcorn State University,https://alcorn.edu,Lorman,MS,alcorn.edu
Belhaven University,https://belhaven.edu,Jackson,MS,belhaven.edu
Delta State University,https://deltastate.edu,Cleveland,MS,deltastate.edu
East Mississippi Community College,https://eastms.edu,Scooba,MS,eastms.edu
Jackson State University,https://jsums.edu,Jackson,MS,jsums.edu
Mississippi Gulf Coast Community College,https://mgccc.edu,Perkinston,MS,mgccc.edu
Mississippi State University,https://mssstate.edu,Mississippi State,MS,mssstate.edu
Northeast Mississippi Community College,https://nemcc.edu,Booneville,MS,nemcc.edu
The University of Mississippi,https://olemiss.edu,University,MS,olemiss.edu
Pearl River Community College,https://prcc.edu,Hattiesburg,MS,prcc.edu
Reformed Theological Seminary,https://rts.edu,Jackson,MS,rts.edu
University of Mississippi Medical Center,https://umc.edu,Jackson,MS,umc.edu
University of Southern Mississippi,https://usm.edu,Hattiesburg,MS,usm.edu
William Carey University,https://wmcarey.edu,Hattiesburg,MS,wmcarey.edu
Itawamba Community College,https://iccms.edu,Fulton,MS,iccms.edu
Blackfeet Community College,https://bfcc.edu,Browning,MT,bfcc.edu
Carroll College,https://carroll.edu,Helena,MT,carroll.edu
Fort Peck Community College,https://fpcc.edu,Poplar,MT,fpcc.edu
Flathead Valley Community College,https://fvcc.edu,Kalispell,MT,fvcc.edu
Miles Community College,https://milescc.edu,Miles City,MT,milescc.edu
Montana State University,https://montana.edu,Bozeman,MT,montana.edu
Montana State University Billings,https://msubillings.edu,Billings,MT,msubillings.edu
Montana State University - Northern,https://msun.edu,Havre,MT,msun.edu
Montana Tech of the University of Montana,https://mtech.edu,Butte,MT,mtech.edu
Montana University System,https://mus.edu,Helena,MT,mus.edu
Rocky Mountain College,https://rocky.edu,Billings,MT,rocky.edu
University of Montana Helena College,https://umhelena.edu,Helena,MT,umhelena.edu
University of Montana,https://umt.edu,Missoula,MT,umt.edu
University of Montana Western,https://umwestern.edu,Dillon,MT,umwestern.edu
Asheville-Buncombe Technical Community College,https://abtech.edu,Asheville,NC,abtech.edu
Alamance Community College,https://alamancecc.edu,Burlington,NC,alamancecc.edu
Appalachian State University,https://appstate.edu,Boone,NC,appstate.edu
Bladen Community College,https://bladencc.edu,Dublin,NC,bladencc.edu
Body Therapy Institute,https://bti.edu,Siler City,NC,bti.edu
Campbell University,https://campbell.edu,Buies Creek,NC,campbell.edu
Cape Fear Community College,https://cfcc.edu,Wilmington,NC,cfcc.edu
Charlotte School of Law,https://charlottelaw.edu,Charlotte,NC,charlottelaw.edu
Chowan University,https://chowan.edu,Murfreesboro,NC,chowan.edu
Central Piedmont Community College,https://cpcc.edu,Charlotte,NC,cpcc.edu
Craven Community College,https://cravencc.edu,New Bern,NC,cravencc.edu
Davidson College,https://davidson.edu,Davidson,NC,davidson.edu
Duke University,https://duke.edu,Durham,NC,duke.edu
Durham Technical Community College,https://durhamtech.edu,Durham,NC,durhamtech.edu
Elizabeth City State University,https://ecsu.edu,Elizabeth City,NC,ecsu.edu
East Carolina University,https://ecu.edu,Greenville,NC,ecu.edu
Elon University,https://elon.edu,Elon,NC,elon.edu
Fayetteville Technical Community College,https://faytechcc.edu,Fayetteville,NC,faytechcc.edu
Forsyth Technical Community College,https://forsythtech.edu,Winston-Salem,NC,forsythtech.edu
Gardner-Webb University,https://gardner-webb.edu,Boiling Springs,NC,gardner-webb.edu
Gaston College,https://gaston.edu,Dallas,NC,gaston.edu
Guilford Technical Community College,https://gtcc.edu,Jamestown,NC,gtcc.edu
Heritage Bible College,https://heritagebiblecollege.edu,Dunn,NC,heritagebiblecollege.edu
High Point University,https://highpoint.edu,High Point,NC,highpoint.edu
Isothermal Community College,https://isothermal.edu,Spindale,NC,isothermal.edu
Lenoir Community College,https://lenoircc.edu,Kinston,NC,lenoircc.edu
Lees McRae College,https://lmc.edu,Banner Elk,NC,lmc.edu
Methodist University,https://methodist.edu,Fayetteville,NC,methodist.edu
The University of Mount Olive,https://umo.edu,Mount Olive,NC,umo.edu
Montgomery Community College,https://montgomery.edu,Troy,NC,montgomery.edu
North Carolina Central University,https://nccu.edu,Durham,NC,nccu.edu
North Carolina School of Science and Mathematics,https://ncssm.edu,Durham,NC,ncssm.edu
North Carolina State University,https://ncsu.edu,Raleigh,NC,ncsu.edu
North Carolina Wesleyan College,https://ncwc.edu,Rocky Mount,NC,ncwc.edu
New Life Theological Seminary,https://nlts.edu,Charlotte,NC,nlts.edu
University of North Carolina,https://northcarolina.edu,Wilmington,NC,northcarolina.edu
Piedmont Community College,https://piedmontcc.edu,Roxboro,NC,piedmontcc.edu
Pitt Community College,https://pittcc.edu,Greenville,NC,pittcc.edu
Queens University of Charlotte,https://queens.edu,Charlotte,NC,queens.edu
Randolph Community College,https://randolph.edu,Asheboro,NC,randolph.edu
Roanoke-Chowan Community College,https://roanokechowan.edu,Ahoskie,NC,roanokechowan.edu
Salem College,https://salem.edu,Winston-Salem,NC,salem.edu
Sampson Community College,https://sampsoncc.edu,Clinton,NC,sampsoncc.edu
Sandhills Community College,https://sandhills.edu,Pinehurst,NC,sandhills.edu
Saint Andrews University,https://sapc.edu,Laurinburg,NC,sapc.edu
Southeastern Community College,https://sccnc.edu,Whiteville,NC,sccnc.edu
Southeastern Baptist Theological Seminary,https://sebts.edu,Wake Forest,NC,sebts.edu
Shaw University,https://shawu.edu,Raleigh,NC,shawu.edu
Southwestern Community College,https://southwesterncc.edu,Sylva,NC,southwesterncc.edu
South Piedmont Community College,https://spcc.edu,(multiple locations),NC,spcc.edu
Stanly Community College,https://stanly.edu,(multiple locations),NC,stanly.edu
Saint Augustine's University,https://st-aug.edu,Raleigh,NC,st-aug.edu
University of North Carolina at Chapel Hill,https://unc.edu,Chapel Hill,NC,unc.edu
University of North Carolina Asheville,https://unca.edu,Asheville,NC,unca.edu
University of North Carolina Charlotte,https://uncc.edu,Charlotte,NC,uncc.edu
University of North Carolina Greensboro,https://uncg.edu,Greensboro,NC,uncg.edu
University of North Carolina Pembroke,https://uncp.edu,Pembroke,NC,uncp.edu
University of North Carolina School of the Arts,https://uncsa.edu,Winston-Salem,NC,uncsa.edu
University of North Carolina Wilmington,https://uncw.edu,Wilmington,NC,uncw.edu
Vance-Granville Community College,https://vgcc.edu,Henderson,NC,vgcc.edu
Wake Technical Community College,https://waketech.edu,Raleigh,NC,waketech.edu
Warren Wilson College,https://warren-wilson.edu,Asheville,NC,warren-wilson.edu
Western Carolina University,https://wcu.edu,Cullowhee,NC,wcu.edu
Wake Forest University,https://wfu.edu,Winston-Salem,NC,wfu.edu
Western Piedmont Community College,https://wpcc.edu,Morganton,NC,wpcc.edu
Winston-Salem State University,https://wssu.edu,Winston-Salem,NC,wssu.edu
Dakota College at Bottineau,https://dakotacollege.edu,Bottineau,ND,dakotacollege.edu
Mayville State University,https://mayvillestate.edu,Mayville,ND,mayvillestate.edu
Minot State University,https://minotstateu.edu,Minot,ND,minotstateu.edu
North Dakota State University,https://ndsu.edu,Fargo,ND,ndsu.edu
North Dakota University System,https://ndus.edu,Bismarck,ND,ndus.edu
Turtle Mountain Community College,https://tm.edu,Belcourt,ND,tm.edu
University of North Dakota,https://und.edu,Grand Forks,ND,und.edu
United Tribes Technical College,https://utcc.edu,Bismarck,ND,utcc.edu
Valley City State University,https://vcsu.edu,Valley City,ND,vcsu.edu
Williston State College,https://willistonstate.edu,Williston,ND,willistonstate.edu
Bellevue University,https://bellevue.edu,Bellevue,NE,bellevue.edu
Creighton University,https://creighton.edu,Omaha,NE,creighton.edu
Chadron State College,https://csc.edu,Chadron,NE,csc.edu
Concordia University Nebraska,https://cune.edu,Seward,NE,cune.edu
Joseph's College,https://josephscollege.edu,(multiple locations),NE,josephscollege.edu
Little Priest Tribal College,https://littlepriest.edu,Winnebago,NE,littlepriest.edu
Mid-Plains Community College,https://mpcc.edu,North Platte,NE,mpcc.edu
University of Nebraska,https://nebraska.edu,Lincoln,NE,nebraska.edu
Northeast Community College,https://northeast.edu,Norfolk,NE,northeast.edu
Union College,https://ucollege.edu,Lincoln,NE,ucollege.edu
University of Nebraska at Kearney,https://unk.edu,Kearney,NE,unk.edu
University of Nebraska at Lincoln,https://unl.edu,Lincoln,NE,unl.edu
University of Nebraska Medical Center,https://unmc.edu,Omaha,NE,unmc.edu
University of Nebraska Omaha,https://unomaha.edu,Omaha,NE,unomaha.edu
Wayne State College,https://wsc.edu,Wayne,NE,wsc.edu
Saint Anselm College,https://anselm.edu,Manchester,NH,anselm.edu
Antioch University New England,https://antiochne.edu,Keene,NH,antiochne.edu
Community College System of New Hampshire,https://ccsnh.edu,(multiple locations),NH,ccsnh.edu
Colby Sawyer College,https://colby-sawyer.edu,New London,NH,colby-sawyer.edu
Dartmouth College,https://dartmouth.edu,Hanover,NH,dartmouth.edu
Phillips Exeter Academy,https://exeter.edu,Exeter,NH,exeter.edu
Granite State College,https://granite.edu,Concord,NH,granite.edu
Keene State College,https://keene.edu,Keene,NH,keene.edu
Manchester Community College,https://mccnh.edu,Manchester,NH,mccnh.edu
Mount Washington College,https://mountwashington.edu,(multiple locations),NH,mountwashington.edu
Nashua Community College,https://nashuacc.edu,Nashua,NH,nashuacc.edu
New England College,https://nec.edu,Henniker,NH,nec.edu
NHTI Concord's Community College,https://nhti.edu,Concord,NH,nhti.edu
Plymouth State University,https://plymouth.edu,Plymouth,NH,plymouth.edu
Rivier University,https://rivier.edu,Nashua,NH,rivier.edu
Southern New Hampshire University,https://snhu.edu,Manchester,NH,snhu.edu
University of New Hampshire,https://unh.edu,Durham,NH,unh.edu
White Mountains Community College,https://wmcc.edu,Berlin,NH,wmcc.edu
Atlantic Cape Community College,https://atlantic.edu,(multiple locations),NJ,atlantic.edu
Burlington County College,https://bcc.edu,Pemberton,NJ,bcc.edu
Bergen Community College,https://bergen.edu,Paramus,NJ,bergen.edu
Brookdale Community College,https://brookdalecc.edu,Lincroft,NJ,brookdalecc.edu
Centenary College of New Jersey,https://centenarycollege.edu,Hackettstown,NJ,centenarycollege.edu
Drew University,https://drew.edu,Madison,NJ,drew.edu
Eastwick College,https://eastwickcollege.edu,Ramsey,NJ,eastwickcollege.edu
Fairleigh Dickinson University,https://fdu.edu,Hackensack,NJ,fdu.edu
Felician College,https://felician.edu,Lodi,NJ,felician.edu
Fortis Institute,https://fortis.edu,Lawrence Township,NJ,fortis.edu
Georgian Court University,https://georgian.edu,Lakewood,NJ,georgian.edu
Kean University,https://kean.edu,Union,NJ,kean.edu
Mercer County Community College,https://mccc.edu,West Windsor,NJ,mccc.edu
Middlesex County College,https://middlesexcc.edu,Edison,NJ,middlesexcc.edu
Monmouth University,https://monmouth.edu,West Long Branch,NJ,monmouth.edu
Montclair State University,https://montclair.edu,Montclair,NJ,montclair.edu
New Jersey City University,https://njcu.edu,Jersey City,NJ,njcu.edu
New Jersey Institute of Technology,https://njit.edu,Newark,NJ,njit.edu
Ocean County College,https://ocean.edu,Toms River,NJ,ocean.edu
Princeton University,https://princeton.edu,Princeton,NJ,princeton.edu
Princeton Theological Seminary,https://ptsem.edu,Princeton,NJ,ptsem.edu
Ramapo College of New Jersey,https://ramapo.edu,Mahwah,NJ,ramapo.edu
Raritan Valley Community College,https://raritanval.edu,Branchburg,NJ,raritanval.edu
Rider University,https://rider.edu,Lawrenceville,NJ,rider.edu
Rowan University,https://rowan.edu,Glassboro,NJ,rowan.edu
Rutgers University,https://rutgers.edu,Piscataway Township,NJ,rutgers.edu
Seton Hall University,https://shu.edu,South Orange,NJ,shu.edu
Stenotech Career Institute,https://stenotech.edu,Piscataway Township,NJ,stenotech.edu
Stevens Institute of Technology,https://stevens.edu,Hoboken,NJ,stevens.edu
Stockton College,https://stockton.edu,Galloway,NJ,stockton.edu
Sussex County Community College,https://sussex.edu,Newton,NJ,sussex.edu
The College of New Jersey,https://tcnj.edu,Ewing,NJ,tcnj.edu
Thomas Edison State College,https://tesc.edu,Trenton,NJ,tesc.edu
William Paterson University,https://wpunj.edu,Wayne,NJ,wpunj.edu
County College of Morris,https://ccm.edu,Randolph,NJ,ccm.edu
Camden County College,https://camdencc.edu,(multiple locations),NJ,camdencc.edu
Passaic County Community College,https://pccc.edu,Paterson,NJ,pccc.edu
Ross University,https://rossu.edu,North Brunswick,NJ,rossu.edu
Central New Mexico,https://cnm.edu,Albuquerque,NM,cnm.edu
Eastern New Mexico University,https://enmu.edu,Portales,NM,enmu.edu
New Mexico Highlands University,https://nmhu.edu,Las Vegas,NM,nmhu.edu
New Mexico State University,https://nmsu.edu,Las Cruces,NM,nmsu.edu
New Mexico State University Alamogordo,https://nmsua.edu,Alamogordo,NM,nmsua.edu
New Mexico Institute of Mining and Technology,https://nmt.edu,Socorro,NM,nmt.edu
Northern New Mexico College,https://nnmc.edu,(multiple locations),NM,nnmc.edu
San Juan College,https://sanjuancollege.edu,Farmington,NM,sanjuancollege.edu
Southwestern College,https://swc.edu,Santa Fe,NM,swc.edu
Univeristy of New Mexico,https://unm.edu,Albuquerque,NM,unm.edu
University of the Southwest,https://usw.edu,Hobbs,NM,usw.edu
College of Southern Nevada,https://csn.edu,Henderson,NV,csn.edu
Great Basin College,https://gbcnv.edu,Elko,NV,gbcnv.edu
Pima Medical Institute,https://pmi.edu,Las Vegas,NV,pmi.edu
Sierra Nevada College,https://sierranevada.edu,Incline Village,NV,sierranevada.edu
Truckee Meadows Community College,https://tmcc.edu,Reno,NV,tmcc.edu
University of Nevada Las Vegas,https://unlv.edu,Las Vegas,NV,unlv.edu
University of Nevada Reno,https://unr.edu,Reno,NV,unr.edu
Western Nevada College,https://wnc.edu,Carson City,NV,wnc.edu
Adelphi University,https://adelphi.edu,Garden City,NY,adelphi.edu
University at Albany,https://albany.edu,Albany,NY,albany.edu
Alfred University,https://alfred.edu,Alfred,NY,alfred.edu
The American Musical and Dramatic Academy,https://amda.edu,New York,NY,amda.edu
ASA College,https://asa.edu,New York,NY,asa.edu
Bard College,https://bard.edu,Annandale-on-Hudson,NY,bard.edu
Barnard College,https://barnard.edu,New York,NY,barnard.edu
Binghamton University,https://binghamton.edu,Binghamton,NY,binghamton.edu
The College at Brockport,https://brockport.edu,Brockport,NY,brockport.edu
University at Buffalo,https://buffalo.edu,Buffalo,NY,buffalo.edu
Buffalo State University,https://buffalostate.edu,Buffalo,NY,buffalostate.edu
Cazenovia College,https://cazenovia.edu,Cazenovia,NY,cazenovia.edu
